,"PD-01","交渉を大会に依頼",,
,"PD-02","交渉中",,
,"NG-01","企画不参加",,
,"OK-01","出演",,
,"NG-02","大会不参加",,
,"PD-03","未交渉",,
,"NG-04","不参加（バーチャル出演）",,
,"OK-02","客席で参加",,
,"OK-03","出演（非表示）",,
,"OK-04","通訳として参加",,
,"OK-05","運営補助",,
,"NG-00","企画中止",,
,"PD-04","要確認",,
,"OK-06","お給仕として参加",,
,"NG-03","欠席",,
,"OK-07","裏方参加",,
